label,Area,Area_um3,Channel1_intensity,Channel2_intensity,Channel3_intensity,Channel4_intensity
1,903.0,100.24050421715398,14.650055370985603,12.117386489479513,74.00885935769656,156.2890365448505
2,487.0,54.06104712486599,14.655030800821356,11.279260780287474,86.36139630390144,159.88090349075975
3,756.0,83.922282600408,13.714285714285714,15.761904761904763,83.52777777777777,197.92989417989418
4,1105.0,122.66418290138998,37.43891402714932,17.88054298642534,108.38371040723982,163.47511312217193
5,294.0,32.636443233491995,26.602040816326532,19.45578231292517,148.0204081632653,148.0408163265306
6,1397.0,155.07860951424598,20.576234788833215,37.63493199713672,68.48460987831066,93.97494631352899
7,1527.0,169.50968985558598,24.95939751146038,16.355599214145382,46.958087753765554,197.22593320235757
8,805.0,89.36168980598998,41.0583850931677,33.13913043478261,93.63850931677018,190.5614906832298
9,1209.0,134.20904717446197,36.48552522746071,10.296112489660876,37.25558312655087,111.01654259718777
10,693.0,76.92875905037398,18.207792207792206,13.653679653679653,50.308802308802306,79.56277056277057
11,1135.0,125.99443221092999,12.27136563876652,9.783259911894273,62.650220264317184,75.66343612334802
12,329.0,36.521734094622,73.23404255319149,9.25835866261398,18.659574468085108,98.31914893617021
13,1775.0,197.03975081444997,55.42816901408451,60.77295774647887,71.88845070422535,99.48112676056338
14,1158.0,128.54762334824397,45.016407599309154,11.709844559585493,43.4706390328152,64.62348877374784
15,1349.0,149.75021061898198,7.306152705707932,7.954781319495923,54.77761304670126,90.46701260192735
16,822.0,91.24883108139599,20.450121654501217,12.201946472019465,61.67274939172749,78.76885644768856
17,1420.0,157.63180065155998,39.527464788732395,18.65281690140845,44.61619718309859,162.31549295774647
18,1065.0,118.22385048866998,104.15774647887324,18.947417840375586,69.31455399061034,110.762441314554
19,1011.0,112.22940173149799,10.400593471810089,18.484668644906034,79.86943620178042,78.47279920870426
20,1435.0,159.29692530632997,60.110801393728224,12.422299651567945,75.0,55.47526132404181
21,998.0,110.78629369736399,28.338677354709418,11.374749498997996,54.00400801603207,83.38877755511022
22,555.0,61.60961222648999,27.144144144144143,15.845045045045046,53.91531531531532,84.45585585585586
23,850.0,94.35706377029999,17.33529411764706,16.685882352941178,41.36470588235294,131.63294117647058
24,1087.0,120.66603331566598,10.059797608095677,20.241030358785647,70.81876724931003,66.16283348666053
25,1589.0,176.392205095302,15.510383889238515,14.12586532410321,85.46066708621775,55.53241032095658
26,1693.0,187.93706936837398,15.857649143532191,8.887773183697579,57.37507383343178,42.12640283520378
27,1609.0,178.61237130166197,22.59477936606588,24.065257924176507,46.6935985083903,55.392790553138596
28,927.0,102.90470366478598,42.92556634304207,36.799352750809064,86.51240560949299,119.17259978425027
29,1483.0,164.62532420159397,7.735670937289279,8.116655428186109,50.61766689143628,67.9838165879973
30,1112.0,123.44124107361598,16.815647482014388,9.633992805755396,58.218525179856115,47.901978417266186
31,1377.0,152.85844330788598,29.35366739288308,9.519244734931009,33.55482933914306,39.99927378358751
32,1854.0,205.80940732957197,23.49730312837109,5.383495145631068,39.83225458468177,43.23462783171521
33,668.0,74.15355129242398,32.35329341317365,24.727544910179642,69.81137724550898,61.98203592814371
34,1025.0,113.78351807594998,14.70829268292683,9.085853658536585,33.810731707317075,83.27219512195121
35,724.0,80.37001667023199,30.284530386740332,12.314917127071823,63.030386740331494,46.66574585635359
36,567.0,62.941711950305994,124.0758377425044,18.701940035273367,108.41622574955909,73.43915343915344
37,1728.0,191.82236022950397,11.517939814814815,9.243055555555555,55.98148148148148,59.839120370370374
38,2200.0,244.21828269959997,57.457727272727276,14.703181818181818,86.69318181818181,65.75545454545454
39,360.0,39.96299171448,41.916666666666664,30.091666666666665,58.138888888888886,127.73333333333333
40,1590.0,176.50321340562,35.62893081761006,16.733962264150943,32.094339622641506,89.1006289308176
41,1657.0,183.94077019692597,19.329511164755584,140.28968014484008,85.6294508147254,116.15268557634279
42,1054.0,117.00275907517198,54.73719165085389,37.16982922201139,49.51043643263757,110.26755218216319
43,887.0,98.46437125206599,17.24577226606539,14.664036076662908,46.80270574971815,75.2998872604284
44,2025.0,224.79182839394997,45.006913580246916,10.630617283950617,42.65234567901235,61.65777777777778
45,1029.0,114.22755131722198,24.891156462585034,26.12050534499514,92.63459669582119,95.10301263362489
46,1499.0,166.40145716668198,21.605737158105402,156.7218145430287,98.130086724483,115.52968645763842
47,442.0,49.065673160555995,20.533936651583712,20.361990950226243,91.71719457013575,88.45927601809954
48,604.0,67.04901943207199,23.20364238410596,7.153973509933775,35.2317880794702,80.25
49,626.0,69.49120225906799,29.82108626198083,12.894568690095847,94.69968051118211,143.61182108626198
50,2115.0,234.78257632256998,44.556501182033095,10.38014184397163,61.99338061465721,54.67659574468085
51,2190.0,243.10819959641998,11.486301369863014,19.800913242009134,54.31324200913242,93.83150684931506
52,742.0,82.36816625595598,31.16846361185984,23.70619946091644,107.1765498652291,141.9366576819407
53,1014.0,112.56242666245198,10.905325443786982,24.722879684418146,37.5138067061144,98.17554240631164
54,1166.0,129.435689830788,9.484562607204117,8.845626072041167,32.76157804459691,121.2032590051458
55,1468.0,162.960199546824,46.653950953678475,17.78201634877384,42.294277929155314,61.64509536784741
56,1394.0,154.745584583292,17.447632711621235,155.12123385939742,61.28048780487805,126.58249641319942
57,1049.0,116.44771752358199,7.453765490943756,9.13346043851287,29.913250714966633,70.1067683508103
58,437.0,48.510631608965994,14.478260869565217,18.0045766590389,78.64759725400458,152.64988558352402
59,3035.0,336.91022181512994,89.32981878088962,12.565733113673806,66.53772652388797,63.314332784184515
60,1006.0,111.67436017990799,9.534791252485089,94.84294234592446,47.583499005964214,174.53180914512922
61,1342.0,148.973152446756,26.439642324888226,11.59016393442623,69.04172876304024,57.989567809239944
62,1098.0,121.88712472916399,30.375227686703095,20.887067395264115,81.69672131147541,160.0728597449909
63,1472.0,163.40423278809598,30.461277173913043,20.235733695652176,69.78328804347827,179.77717391304347
64,1037.0,115.11561779976599,10.201542912246866,15.875602700096431,31.42719382835101,65.50337512054001
65,861.0,95.57815518379799,8.544715447154472,10.470383275261325,45.153310104529616,94.01742160278745
66,775.0,86.03144049644999,51.42580645161291,29.478709677419356,22.907096774193548,212.9225806451613
67,727.0,80.70304160118599,40.07152682255846,9.723521320495186,45.13480055020633,75.37001375515818
68,682.0,75.707667636876,11.668621700879765,14.280058651026392,65.45454545454545,90.77126099706744
69,924.0,102.57167873383199,12.25,8.568181818181818,39.561688311688314,101.04220779220779
70,1608.0,178.50136299134397,47.666666666666664,14.45273631840796,51.24129353233831,95.77114427860697
71,794.0,88.140598392492,9.220403022670025,8.387909319899244,52.857682619647356,87.62972292191436
72,1389.0,154.190543031702,12.88768898488121,28.218142548596113,52.74370050395968,94.6321094312455
73,662.0,73.48750143051599,14.676737160120846,21.948640483383684,95.87462235649546,196.0785498489426
74,1544.0,171.39683113099198,8.729922279792746,7.474740932642487,32.064119170984455,84.40932642487047
75,1124.0,124.77334079743198,17.15391459074733,11.829181494661922,45.99110320284697,86.74110320284697
76,1294.0,143.644753551492,23.05255023183926,59.711746522411126,40.496908809891806,147.95517774343122
77,846.0,93.91303052902799,44.89716312056738,24.51418439716312,87.62056737588652,226.30141843971631
78,526.0,58.39037122726799,12.636882129277566,12.88022813688213,52.374524714828894,85.04942965779468
79,1690.0,187.60404443742,16.131360946745563,9.752662721893492,51.16449704142012,115.47869822485207
80,1591.0,176.614221715938,34.359522313010686,9.986172218730358,54.264613450659965,75.94971715901949
81,794.0,88.140598392492,12.0,10.430730478589421,41.41309823677582,98.10453400503778
82,1086.0,120.55502500534799,25.17863720073665,9.540515653775323,44.93738489871087,143.68232044198896
83,1869.0,207.47453198434198,4.573568753344034,6.947030497592295,34.47191011235955,96.29855537720707
84,1261.0,139.98147931099797,5.662172878667724,9.472640761300555,34.52260111022998,137.91118160190325
85,728.0,80.81404991150399,22.12912087912088,38.56868131868132,117.61538461538461,201.64835164835165
86,1137.0,126.21644883156598,4.150395778364116,20.39929639401935,26.016710642040458,140.2145998240985
87,995.0,110.45326876640999,29.65829145728643,26.516582914572865,105.07638190954773,173.08140703517589
88,1137.0,126.21644883156598,17.879507475813543,18.708003518029905,56.9868073878628,167.8575197889182
89,1051.0,116.66973414421798,19.93244529019981,18.255946717411987,59.62416745956232,79.16365366317793
90,864.0,95.91118011475199,20.324074074074073,39.5625,122.23032407407408,193.04513888888889
91,437.0,48.510631608965994,37.99771167048055,11.556064073226544,56.215102974828376,63.70938215102975
92,967.0,107.34503607750598,37.65977249224405,11.897621509824198,75.62668045501552,61.50258531540848
93,1095.0,121.55409979820999,26.356164383561644,13.796347031963471,57.93424657534246,99.44018264840183
94,317.0,35.189634370806,5.747634069400631,16.21135646687697,15.182965299684543,163.10094637223975
95,1642.0,182.27564554215598,50.492082825822166,21.381851400730817,47.23020706455542,115.45797807551766
96,296.0,32.85845985412799,48.472972972972975,62.929054054054056,49.979729729729726,89.91554054054055
97,864.0,95.91118011475199,33.97569444444444,18.32523148148148,100.88888888888889,108.80787037037037
98,996.0,110.56427707672799,24.053212851405622,9.203815261044177,37.4136546184739,117.75502008032129
99,453.0,50.286764574054,23.85430463576159,41.086092715231786,93.39955849889624,124.0176600441501
100,2100.0,233.11745166779997,9.915714285714285,10.144761904761905,42.82476190476191,65.94333333333333
101,952.0,105.67991142273598,23.558823529411764,47.4936974789916,63.30252100840336,193.88235294117646
102,748.0,83.03421611786399,13.074866310160427,18.053475935828878,63.77272727272727,82.57754010695187
103,1250.0,138.76038789749998,97.2352,22.3408,76.0088,58.5416
104,861.0,95.57815518379799,8.957026713124273,14.399535423925668,53.5191637630662,106.88153310104529
105,1621.0,179.94447102547798,31.16841455891425,11.096236890808143,46.210980876002466,74.61998766193707
106,748.0,83.03421611786399,7.624331550802139,10.485294117647058,33.67914438502674,148.50267379679144
107,1010.0,112.11839342117999,10.995049504950495,8.901980198019801,20.4,114.94257425742575
108,705.0,78.26085877418998,72.45673758865249,42.01985815602837,142.4354609929078,127.38439716312057
109,737.0,81.81312470436599,23.42876526458616,145.5753052917232,100.20081411126188,179.2672998643148
110,702.0,77.92783384323599,12.324786324786325,9.705128205128204,41.403133903133906,120.15242165242165
111,848.0,94.13504714966399,8.596698113207546,8.12382075471698,48.675707547169814,97.37617924528301
112,914.0,101.46159563065198,54.01422319474836,22.672866520787746,85.95404814004377,85.11050328227572
113,1399.0,155.30062613488198,68.49821300929236,19.814867762687634,76.61115082201573,198.31379556826303
114,948.0,105.23587818146399,15.147679324894515,9.00210970464135,38.32067510548523,107.91772151898734
115,785.0,87.14152359962999,54.14777070063694,24.268789808917198,124.63694267515923,191.83821656050955
116,997.0,110.67528538704599,22.261785356068206,24.901705115346036,114.19458375125376,124.11935807422267
117,909.0,100.90655407906199,32.36853685368537,34.34433443344334,63.35093509350935,135.32563256325633
118,280.0,31.082326889039997,73.45357142857142,27.59642857142857,143.38571428571427,199.96785714285716
119,448.0,49.731723022463996,21.203125,21.941964285714285,117.55803571428571,172.68973214285714
120,1062.0,117.89082555771598,61.16007532956686,11.407721280602637,72.09510357815442,53.2758945386064
121,706.0,78.371867084508,44.82152974504249,21.099150141643058,30.875354107648725,181.73796033994336
122,476.0,52.83995571136799,98.52941176470588,31.157563025210084,36.4390756302521,207.4096638655462
123,1105.0,122.66418290138998,21.945701357466064,8.639819004524886,32.97013574660633,113.2
124,492.0,54.616088676455995,27.59349593495935,123.38414634146342,115.07723577235772,143.71341463414635
125,857.0,95.134121942526,32.88914819136523,29.03267211201867,100.38389731621938,124.2147024504084
126,1254.0,139.20442113877198,33.4377990430622,49.14912280701754,98.103668261563,100.87480063795853
127,775.0,86.03144049644999,9.260645161290322,9.63225806451613,50.12387096774194,80.74193548387096
128,994.0,110.34226045609199,8.472837022132797,9.762575452716298,53.09054325955734,111.60462776659959
129,673.0,74.70859284401399,14.745913818722139,15.469539375928678,50.18276374442794,95.01485884101041
130,1330.0,147.64105272293997,21.873684210526317,185.90977443609023,102.18796992481202,153.2097744360902
131,2505.0,278.07581734659,33.12614770459082,21.5437125748503,31.647904191616767,149.77764471057884
132,432.0,47.95559005737599,41.53703703703704,11.724537037037036,66.0925925925926,87.31018518518519
133,783.0,86.919506978994,43.817369093231164,10.509578544061302,45.02171136653895,105.82247765006386
