label,Area,Area_um3,Channel1_intensity,Channel2_intensity,Channel3_intensity,Channel4_intensity
1,588.0,65.27288646698399,14.894557823129253,21.83503401360544,75.08503401360544,80.25680272108843
2,1161.0,128.88064827919797,8.852713178294573,36.46511627906977,31.974160206718345,81.40913006029285
3,1105.0,122.66418290138998,5.568325791855203,62.199095022624434,18.81447963800905,76.31131221719457
4,1393.0,154.634576272974,17.89877961234745,25.2483847810481,88.31083991385499,64.06173725771716
5,1031.0,114.44956793785799,22.25121241513094,151.11542192046556,61.28516003879729,63.09602327837052
6,1315.0,145.97592806817,46.3148288973384,16.86996197718631,51.24106463878327,72.51102661596958
7,893.0,99.130421113974,10.062709966405375,30.06047032474804,48.711086226203804,92.49944008958566
8,717.0,79.59295849800598,15.11576011157601,19.786610878661087,58.22594142259414,49.114365411436545
9,676.0,75.04161777496799,12.113905325443787,29.199704142011836,44.337278106508876,87.28254437869822
10,1070.0,118.77889204025999,50.927102803738315,23.769158878504673,76.9373831775701,72.64205607476636
11,712.0,79.03791694641599,59.62078651685393,24.53932584269663,78.74859550561797,98.4255617977528
12,1008.0,111.89637680054399,10.530753968253968,111.27182539682539,32.580357142857146,73.43055555555556
13,1194.0,132.543922519692,13.037688442211055,23.520938023450586,67.37688442211055,92.74790619765494
14,421.0,46.73449864387799,9.589073634204276,21.712589073634206,52.61757719714964,107.60570071258907
15,1535.0,170.39775633812997,10.014332247557004,227.83778501628663,33.9771986970684,66.81107491856677
16,1306.0,144.97685327530797,22.57197549770291,37.58346094946401,116.52067381316998,90.10719754977029
17,1262.0,140.092487621316,7.424722662440571,27.851822503961966,25.531695721077654,79.79239302694137
18,1212.0,134.542072105416,11.985973597359736,192.71204620462046,42.73432343234323,76.003300330033
19,1185.0,131.54484772682997,16.264135021097047,224.13924050632912,74.642194092827,90.67848101265822
20,1463.0,162.405157995234,25.54477101845523,30.14354066985646,54.509227614490776,107.30075187969925
21,688.0,76.37371749878399,16.614825581395348,92.07267441860465,65.75581395348837,53.76598837209303
22,638.0,70.82330198288399,8.310344827586206,159.03918495297805,43.35266457680251,67.18025078369907
23,928.0,103.01571197510398,9.723060344827585,27.79633620689655,35.616379310344826,115.92564655172414
24,688.0,76.37371749878399,21.343023255813954,26.752906976744185,99.87209302325581,81.62936046511628
25,1251.0,138.87139620781798,15.139888089528377,173.25099920063948,54.84812150279776,76.89848121502797
26,1072.0,119.00090866089599,13.385261194029852,208.76212686567163,53.4365671641791,108.64365671641791
27,428.0,47.511556816104,15.932242990654206,18.752336448598133,85.61214953271028,51.28504672897196
28,860.0,95.46714687347999,34.948837209302326,26.563953488372093,63.694186046511625,76.36162790697675
29,1306.0,144.97685327530797,13.148545176110261,219.4448698315467,35.01837672281776,71.35375191424195
30,301.0,33.413501405717994,19.292358803986712,22.166112956810633,90.08637873754152,74.734219269103
31,1489.0,165.291374063502,126.55070517125587,24.743451981195435,106.34788448623237,83.07387508394896
32,1326.0,147.19701948166798,24.902714932126695,27.851432880844644,60.417797888386126,78.91176470588235
33,1363.0,151.304326963434,46.41819515774028,25.622890682318417,76.7850330154072,89.47982391782833
34,1226.0,136.09618844986798,6.3809135399673735,17.954323001631323,22.221859706362153,115.2047308319739
35,1210.0,134.32005548477997,14.478512396694216,150.2479338842975,50.53305785123967,64.37107438016528
36,869.0,96.466221666342,26.981588032220944,33.42807825086306,118.80437284234753,114.19677790563867
37,215.0,23.866786718369998,126.86511627906977,31.930232558139537,73.54418604651163,59.92093023255814
38,789.0,87.58555684090199,25.03295310519645,28.76045627376426,55.4169835234474,90.44866920152091
39,2080.0,230.89728546143996,17.86778846153846,25.66778846153846,69.51490384615384,143.62980769230768
40,941.0,104.45882000923798,13.181721572794899,111.15621679064824,41.841657810839536,101.9287991498406
41,985.0,109.34318566322999,21.6751269035533,140.29137055837563,46.91675126903553,60.616243654822334
42,1426.0,158.29785051346798,16.705469845722302,180.76227208976158,54.14586255259467,90.27138849929874
43,626.0,69.49120225906799,18.833865814696484,95.24281150159744,63.67252396166134,78.13897763578275
44,515.0,57.16927981376999,53.046601941747575,29.980582524271846,93.11650485436893,78.57864077669903
45,846.0,93.91303052902799,19.43144208037825,19.944444444444443,56.27068557919622,84.07801418439716
46,1244.0,138.094338035592,2.7918006430868165,82.72025723472669,8.210610932475884,98.13504823151125
47,1188.0,131.877872657784,17.675084175084177,147.63888888888889,46.18265993265993,90.6986531986532
48,270.0,29.972243785859995,21.12962962962963,22.507407407407406,118.19259259259259,81.12222222222222
49,629.0,69.82422719002199,29.30683624801272,30.3577106518283,109.57392686804451,140.62639109697932
50,1205.0,133.76501393318998,29.271369294605808,22.2298755186722,73.87800829875519,170.29460580912863
51,1227.0,136.20719676018598,18.017114914425427,169.4873675631622,61.018744906275465,117.1882640586797
52,1631.0,181.05455412865797,13.772532188841202,172.1256897608829,37.48007357449418,93.33353770692827
53,855.0,94.91210532188998,84.13450292397661,26.1766081871345,111.72865497076023,202.09005847953216
54,1332.0,147.86306934357597,20.53003003003003,214.6891891891892,66.15465465465465,107.45570570570571
55,463.0,51.39684767723399,18.773218142548597,73.53347732181426,91.45572354211663,94.78617710583153
56,853.0,94.69008870125398,57.98007033997656,45.22039859320047,108.02461899179367,119.88745603751465
57,900.0,99.90747928619999,13.493333333333334,16.104444444444443,67.40333333333334,63.38666666666666
58,1272.0,141.20257072449598,12.630503144654089,23.07861635220126,21.11006289308176,172.55817610062894
59,783.0,86.919506978994,7.547892720306513,54.005108556832695,27.800766283524904,124.86717752234993
60,441.0,48.954664850238,40.0453514739229,49.64625850340136,76.59637188208617,72.7437641723356
61,1068.0,118.55687541962399,40.445692883895134,22.514044943820224,75.34831460674157,114.17790262172285
62,2023.0,224.56981177331397,10.614928324270885,14.184379634206623,56.155709342560556,96.64310430054374
63,1920.0,213.13595581055998,11.3390625,220.70416666666668,49.82760416666667,57.33020833333333
64,1298.0,144.08878679276398,20.48998459167951,161.01848998459167,64.53775038520801,111.08397534668721
65,1475.0,163.73725771904998,108.0935593220339,29.26101694915254,56.88677966101695,169.12474576271185
66,309.0,34.30156788826199,37.19417475728155,37.58899676375405,85.29773462783172,114.06148867313915
